field,head,article,
정치,"남경필 ""이재명 '형수 욕설' 거짓 해명 정황…사과해야""","자유한국당 남경필 경기지사 후보는 17일 더불어민주당 이재명 경기지사 후보의 '형수 욕설' 논란과 관련, ""이 후보가 위기를 모면하기 위해 거짓 해명을 했다고 판단된다""고 밝혔다. 남 후보는 여의도 당사에서 기자회견을 열고 ""이 후보는 '형과 형수에 대한 폭언은 친모에 대한 친형의 폭행 및 폭언에서 비롯된 것'이라고 해명했지만, 욕설은 폭행 사건 이후가 아닌 그 이전에 이뤄진 것으로 판단된다""며 이같이 말했다. 남 후보는 이 후보가 자신의 SNS에 직접 올린 형에 대한 고소장과 조카의 SNS 글 등을 근거 정황으로 제시했다. 그는 ""고소장에 따르면 친모 상해 논란 시점은 2012년 7월 15일이지만, 형인 고(故) 이재선 씨의 딸은 자신의 SNS에 폭언 사건이 2012년 6월 10일에 벌어진 일이라고 명시했다""고 밝혔다. 그는 또 지난해 이 후보의 욕설 논란 보도에 대해 언론중재위의 조정이 진행됐다고 거론, ""폭행 발생 시점은 2012년 7월 중순경이고, 욕설 녹취는 2012년 6월 초·중순이었다는 형수의 주장을 받아들인 것""이라고 덧붙였다. 그러면서 ""이 후보는 그간의 해명이 위기를 벗어나기 위한 거짓이었다는 것을 국민 앞에 사과해야 한다""고 촉구했다. 남 후보는 ""이 후보의 폭언은 이유 여하를 막론하고 인간성 말살이며 여성에 대한 폭력이고 권력에 의한 갑질""이라며 ""공직 후보자로서 자격이 없다고 생각한다""고 강조했다. 남 후보는 '네거티브 선거로 진행되는 것 아니냐'는 질문에 ""네거티브가 아니라 후보 자질 문제고, 인격을 이야기하는 것이며, 거짓으로 해명하고 국민을 속이려 했다면 이것이야말로 큰 문제""라고 답했다.",
정치,"홍준표 ""영구적 북핵 폐기 완결 전 체제보장·경제지원 해선 안돼""","자유한국당이 미국에 북한의 ‘영구적이고 검증가능하며 불가역적인 비핵화’(PVID) 완결 후 대북 경제지원 및 체제 보장을 공식 요청하기로 했다. 한국당 홍준표 대표는 17일 여의도 당사에서 기자회견을 열고 다음달 12일 김정은 북한 국무위원장과 정상회담을 갖기로 한 도널드 트럼프 미국 대통령 등에 이 같은 내용의 요청사항을 담은 공개서한을 보낼 계획이라고 밝혔다. 자유한국당 홍준표 대표가 17일 오전 서울 여의도 당사에서 열린 미북정상회담 관련 공개서한을 발표하고 있다. 연합뉴스홍 대표는 이날 “우리(한국당)는 이번 정상회담에서 미·북 간 일시적이고 불안정한 정치적 합의가 아닌 항구적이고 완전한 북핵 폐기 합의가 이루어지길 바란다”며 7개 요청사항을 공개했다. 7개 요청사항은 △북한의 PVID △비핵화 완료 후 보상 △비핵화 완결 후 체제보장 △주한미군 감축·철수 거론 불가 △한반도가 아닌 북한 비핵화 용어 사용 △생화학무기 등 북한의 국제적 범죄행위 중단 요구 △북한 인권 문제 제기 및 경제 개혁·개방 요구다. 홍 대표는 북한의 영구적인 핵개발 능력 제거 방안과 관련해 “북한의 미래 핵개발 능력과 과거 핵을 제거할 뿐 아니라 핵 기술 자료를 폐기하고 핵 기술자들을 다른 업무에 종사하게 하는 것”이라고 못 박았다. 이어 북의 PVID 완결 전까지는 종전선언, 평화협정 체결과 같은 체제보장 조치는 물론 어떠한 (경제적) 보상도 이뤄져선 안된다고 강조했다. 북한의 영구적인 핵폐기가 확인될 때까지는 지금의 ‘제재와 압박’ 정책을 유지해야 한다는 주장이다.홍 대표는 북핵 폐기 여부와 상관없이 한·미 동맹은 지속 강화돼야 한다고 밝혔다. 홍 대표는 “남북 평화협정이 체결된다 하더라도 북한의 대남도발은 지속될 것”이라며 “미·북 정상회담에서 주한미군 감축이나 철수 문제가 협상의제로 거론돼선 안된다”고 말했다. 홍 대표는 또 기자회견에 앞서 윌리엄 페리 전 미 국방장관과의 조찬회동에서 “페리 전 장관은 ‘트럼프 행정부가 미국이 한국에 너무 많은 기대를 줘서 그 기대에 부응하는 회담이 되기는 참으로 어려울 것”이라고 말했다”고 전했다. 홍 대표는 북한이 전날 남한과의 고위급회담을 전격 취소한 데 이어 “북·미 정상회담 재고”까지 거론한 것과 관련해선 “북한 군부 강경파들이 비핵화에 반대하고 있기 때문으로 본다”고 말했다.송민섭·이우중 기자 stsong@segye.com",
정치,"문대통령 ""혁신성장, 경쟁국 뛰고 우리는 걷는 느낌…속도 내야""","문재인 대통령은 17일 ""성장과 고용의 한계에 직면한 우리 경제가 새롭게 도약하려면 혁신성장에 반드시 성공해야 한다""며 ""정부는 자신감을 갖고 더 과감하고 속도감 있게 이를 추진해달라""라고 주문했다.문 대통령은 이날 서울 마곡 연구개발(R&D) 단지에서 열린 '2018년 대한민국 혁신성장 보고대회' 모두발언에서 이같이 말했다.특히 문 대통령은 ""정부는 그동안 혁신모험펀드를 조성하고 연대보증을 폐지해 쉽게 창업하고 재기할 여건을 만드는 등 혁신성장의 기반을 다져왔다""면서도 ""하지만 국민이 피부로 느끼는 가시적 성과는 아직 부족하다. 경쟁국들은 뛰어가는데 우리는 걸어가는 느낌""이라고 지적했다. 문 대통령은 ""국민이 성과를 체감해야만 혁신성장의 '붐'이 생긴다""며 ""무엇보다 중요한 것은 속도라는 점을 다시 강조한다""고 말했다. 특히 문 대통령은 ""혁신성장의 걸림돌인 규제를 혁신하는 데 더 속도를 내야 한다""며 ""기존의 방식을 뛰어넘는 과감한 혁신이 이뤄져야 한다""고 말했다. 문 대통령은 ""지연되고 있는 포괄적 네거티브와 규제 샌드박스 도입 관련 법 개정안을 통과시키는 데 당·정·청이 더 힘을 써달라""라며 ""법이 개정되기 전이라도 규정과 지침 해석으로 허용 가능할 경우 규제를 과감히 풀어달라""라고 당부했다.동시에 문 대통령은 ""혁신성장은 당연히 민간 주도이지만, 정부의 촉진 역할도 필요하다. 초기에 시장을 조성하기 위해서는 공공부문 수요를 확대해야 한다""며 ""정부와 지자체가 공공부문에서 혁신제품의 초기 판로를 여는 공공수요를 과감히 찾아내 달라""라고 말했다.문 대통령은 세부 산업을 거론하며 활성화에 힘써달라고 당부했다.문 대통령은 ""오늘 대회에서 수소전기차의 미세먼지 정화효과·5세대 이동통신 속도·인공지능 활용·드론의 다양한 기능 등 훌륭한 혁신기술을 체험했다. 이런 기술을 빠르게 상용화해 국민에 실생활에서 사용하도록 해야 한다""고 말했다. 이어 ""한 중소기업은 스마트공장으로 전환한 후 생산량이 2배로 늘고 산업재해율이 제로가 됐다고 하는데, 스마트공장이 빨리 퍼져야 한다""며 ""전기차와 수소 전기버스의 경우 보조금에 그치지 말고 충전시설을 대대적으로 확충하도록 지원해야 할 것""이라고 강조했다.문 대통령은 ""연말에는 여러 기업의 자율주행차들이 실제로 시험 운행하는 모습도 보고 싶다""며 ""드론이 사람을 구하고 무인 자율주행차가 스마트 도로를 달리는 미래 스마트도시 모델을 세종과 부산 에코델타시티에서 보여주기 바란다""고 말했다.아울러 ""스마트시티·스마트공장·스마트팜 등은 소프트웨어 사물인터넷 제조업 등 다양한 분야에서 새로운 시장을 만든다""며 ""관련 산업이 함께 발전하도록 범부처가 노력해달라""라고 당부했다.문 대통령은 ""우리가 세계 최초로 상용화하려는 5세대 이동통신은 신기술과 신산업을 창출하는 새 돌파구다. 원격조종 로봇팔, 자율주행자동차, 인공지능서비스 등 새 제품과 서비스가 얼마든 가능할 것 같다""며 ""다양한 상용화 방안 적극적으로 발굴해 달라""라고 주문했다. 문 대통령은 ""우리는 과거 강력한 산업정책으로 반도체 자동차 등 주력산업을 키웠고, 외환위기 이후에는 벤처 붐 일으켜 IT라는 새 먹거리를 찾았다""며 ""정부도 과감하게 (혁신성장을) 추진하고, 기업도 정부의 확고한 의지를 믿고 기술 개발과 투자에 적극적으로 나서달라""라고 거듭 강조했다.",
정치,"박원순 ""오직 반듯한 서울·文정부 성공만 생각""","더불어민주당 박원순 서울시장 후보는 17일 ""(3선에 성공해) 다시 4년이 주어지면 시행착오가 필요 없기 때문에 내용을 훨씬 더 꽉 채워 도시의 운명을 바꿀 자신이 있다""고 밝혔다. 박 후보는 서울 프레스센터에서 열린 관훈클럽 초청 토론회에 참석해 ""도시의 패러다임을 바꿨다""며 ""1970·80년대에는 국가발전이 고속 성장과 개발주의에 머물러 있었다면 시민 삶에 투자하고 삶의 질을 높여 성장에 기여하는 패러다임으로 바꿔왔다""고 말했다. 박 후보는 한반도 평화 정착 문제와 관련해선 ""김대중·노무현 정부의 남북정책이 민족적 관점에서 추진됐다면 이미 기차 타고 수학여행을 독일 프랑크푸르트까지 갈 수 있었을 것""이라고 강조했다. 그는 이어 '경평 축구' 계획과 관련한 물음에 ""내년 서울 전국체전의 평양 참가, 역사유적 발굴, 유네스코 문화유산 공동 등재 등의 정책을 지난번 북한 대표단이 왔을 때 충분히 설명했다""며 ""리선권 조국평화통일위원회 위원장이 '박 시장은 언제나 초청돼 있다'고 하니 지방선거가 끝나고 평양을 방문해 이 문제를 논의할 계획""이라고 설명했다. 박 후보는 '3선 성공 후 대선 도전에 나설 것이냐'는 질문에는 ""제가 공적 사회활동을 하며 어떤 직책을 생각하며 인생을 살지는 않았다""고 말한 뒤 ""서울을 반듯한 도시로 만들어 문재인 정부가 성공하는 것이 국가의 운명에 중요하기 때문에 오직 그 생각만 하고 있다""며 즉답을 비껴갔다. 그는 ""과거 제가 처음 당선됐을 때 무소속이라 잘 몰랐는데 선거나 큰 정치적 결정과 추진에는 정당이 참으로 중요하다""고도 했다.?그는 ""(문재인 대통령과는) 만나지 않아도 잘 통하고 있다고 생각한다""며 ""청와대나 정부 인사들이 서울시 출신도 많고 저와 친한 분이 많아 소통에는 전혀 문제가 없다""고 언급했다. 서울시장 선거 경쟁 후보들에 대한 얘기도 나왔다. 박 후보는 바른미래당 안철수 후보를 두고선 ""서울시장 선거에서 맞붙을 줄은 정말 꿈에도 몰랐다""며 ""서로 당이 다르니 경쟁할 수밖에 없다""고 했다. 그는 '임기 초반 3년은 전임자 부정에 집중했고, 무익의 후반기 4년을 보냈다는 자유한국당 김문수 후보의 주장을 어떻게 보느냐'는 질문에는 ""현명한 사람의 눈에는 제가 한 일이 잘 보일 것""이라며 ""과거의 낡은 패러다임으로 도시를 바라보는 거 아닌가""라고 답변했다. 그러면서 ""중요하게 생각하는 것은 경쟁 후보라기보다는 저 자신""이라고 강조했다. 박 후보는 아울러 광화문 광장 '세월호 천막'의 철거 문제와 관련, ""세월이 오래 흘러 개선할 필요가 있다""며 ""최근 조사위원회가 다시 발족하고 안산 기념관을 만드는 것이 구체화해 이게 결정되면 철거하거나 변형된 형태로 (바꿔) 시민 불편이 없도록 하겠다""고 말했다. 그는 질의·응답에 앞선 인사말에서 ""앞으로 4년 평화가 우리 삶을 바꿀 것이며, 박원순이 서울시민의 삶을 바꾸겠다""며 ""'서울중앙역'은 동북아의 핵심 플랫폼으로 유라시아의 중앙역 위상을 갖추게 될 것""이라고 강조했다.",
정치,"이총리 ""선거 관련 공무원 중립 중요…위반시 엄중 처벌""","이낙연 국무총리는 17일 6·13 지방선거와 관련해 ""공직자가 선거에 관여하는 행위는 관련법에 따라 엄중히 처벌해야 한다""고 밝혔다. 이 총리는 정부서울청사에서 주재한 제7회 지방선거 대비 공명선거 관계장관회의에서 이같이 말한 데 이어 ""특히 선거관리나 단속업무를 수행하는 공무원의 선거 중립이 매우 중요하다""고 강조했다.그는 ""특정 정당의 텃밭이라고 여겨지는 일부 지역은 그 정당과 공무원의 유착관계 또는 정서적 친밀감이 형성될 수 있다""며 ""이는 유권자의 올바른 선택에 장애가 될 수 있고, 선거관리나 단속업무를 방해하는 일도 있다. 이런 일들은 더욱더 엄중하게 대처하라""고 지시했다.또, 정부나 지자체 정책에 대한 왜곡이 있지 않도록 설명의 의무를 다하고, 정보통신 발달에 따른 '새로운 유형'의 선거범죄에 대해서도 사전에 충분히 알고 대응할 것을 주문했다.아울러 ""지방선거는 대선, 총선보다 투표율이 낮아지는 경향이 있는데, 특히 올해는 남북정상회담 등으로 지방선거에 대한 관심이 식고 있다는 보도가 잇따르는 만큼 투표를 독려하라""고 덧붙였다.이날 관계장관회의는 오는 24일 후보자 등록을 시작으로 6·13지방선거가 본격화됨에 따라 부처별 준비상황을 점검하기 위해 마련됐다. 회의에는 박상기 법무부 장관, 김부겸 행정안전부 장관, 도종환 문화체육부 장관, 김판석 인사혁신처장, 이철성 경찰청장, 서주석 국방부 차관 등이 참석했다. 검찰과 경찰은 악의적이고 계획적인 '가짜뉴스' 사범의 구속수사 원칙을 정하는 한편 가짜뉴스를 신속히 삭제할 수 있도록 선거관리위원회와 관련 정보를 공유하는 핫라인을 구축하기로 했다.법무부는 이달 31일부터 선거사범 전담반을 24시간 운영하며, 특히 가짜뉴스 전담팀을 통해 수사 초기부터 각종 디지털 증거분석, IP추적 등 과학수사 역량을 총동원한다고 보고했다.경찰청 역시 사이버선거사범 수사전담반을 통해 가짜뉴스 등 허위사실 생산·유포 행위에 신속하게 대응하고, 최초 작성자뿐만 아니라 악의적·상습적인 중간유포자도 신속하게 검거하겠다고 밝혔다.지난 11일 기준으로 6·13선거 사범은 1천178명이 입건돼 지난 지방선거 같은 기간(D-33) 대비 27.3% 증가했고, 유형별로는 흑색선전이 34.4%로 가장 많다.이 총리가 공무원의 '선거 중립'을 강조한만큼 인사처와 행안부, 선관위는 공무원의 중립의무 준수 여부 관리와 공직기강 확립에 힘쓰기로 했다.국방부도 선거 일정별 군의 정치적 중립 준수를 지속해서 관리한다.특히 행안부는 시·도와 합동으로 '공직기강 합동감찰반'을 24일부터 가동해 전 지역 공무원의 선거 중립 훼손, 기강해이 여부를 집중 감찰한다.문체부는 온라인을 중심으로 정부의 공명선거 대책 전파 및 가짜뉴스에 대한 엄정대처 의지를 알린다.또, 사전투표 방법, 우리 동네 공약지도 등 주요 선거정보를 적극적으로 제공할 계획이다.",
정치,김지철 충남도교육감 재선도전… 6.13선거 출마선언,"김지철 충남교육감이 17일 충남교육청 제7회의실에서 기자회견을 열고 6·13 지방선거 출마를 공식 선언했다.김 교육감은 회견 직후 충남도선관위에 충남교육감 예비후보 등록을 마치고 본격적인 선거운동에 들어갔다. 선거 캠프는 천안시 서북구 불당동에 차렸다. 김지철 충남교육감이 17일 충남교육청 제7회의실에서 기자회견을 열고 6·13 지방선거 충남도교육감 출마를 선언했다.‘약속을 지키는 교육감’이란 슬로건을 내건 김 교육감은 이날 기자회견에서 “지난 4년 충남교육의 성과를 계승하고 발전시키기 위해 재선에 도전한다”며 “다시 한 번 약속을 지키는 교육감이 되겠다”는 포부를 밝혔다.김 교육감은 “2014년 선거 당시 실추된 충남교육의 명예를 되찾겠다고 충남도민에게 약속했고, 이 약속을 지키기 위해 온힘을 쏟았다”고 말했다. 그는 “임기 동안 충남교육청은 조직 문화 혁신을 통해 2년 연속 청렴도 우수등급을 받았고, 3년 연속 시·도 교육청 평가에서 전국 우수 교육청, 3년 연속 ‘지방교육재정 운영 성과평가’ 우수 교육청으로 선정됐다”고 소개했다.김 교육감은 개인적으로는 시·도교육감 공약이행평가에서 2년 연속 최우수 등급을 받았으며 지난해 7월 교원단체 ‘좋은교사운동’이 실시한 설문조사에서 직무수행평가 1위를 차지했다고 설명했다.이날 기자회견에서 김 교육감은 “지난 4년 동안 도민과의 약속을 지켰듯이 재선된다면 앞으로 4년간 이 자리에서 한 약속을 지키겠다”며 다음 단계로 추진할 6가지 교육정책을 제시했다.그가 제시한 6가지 교육정책은 △저출산 시대를 맞이해 교육비의 획기적인 경감 △기초학력의 토대 위에 창의융합 인재 육성 △충남교육가족의 행복지수 향상 △안전하고 쾌적한 학교환경 조성 △지역사회와 함께 하는 마을교육공동체 충남 전체 확대 △고령화 시대에 맞는 평생교육 기회 확대 등이다.김 교육감은 천안고, 공주대(영어교육학), 단국대 교육대학원 석사과정을 수료하고 교직에 몸을 담다 1987년 제1대 전국교직원노동조합 충남교사협의회 회장, 2006년 제5대 충남교육위원회 위원을 지냈다. 2010년 충남도의회 교육위원회 교육의원 선출을 거쳐 2014년 7월 제16대 충남교육감에 취임했다.홍성=김정모 기자 race1212@segye.com",
정치,"이 총리 ""상생 협력 생태계 구축 방안 곧 발표…납품단가 현실화""","이낙연 국무총리는 17일 ""납품단가 현실화와 불공정 거래 감시, 기업 간 협력과 이익의 공유, 대기업 자원의 개방과 공유를 추진하겠다""고 말했다.이 총리는 이날 오전 서울 여의도 중소기업중앙회에서 열린 '2018 대한민국 중소기업인 대회'에 참석, 격려사를 통해 ""정부는 곧 상생협력 생태계 구축방안을 발표할 것""이라며 이같이 밝혔다.그는 ""특히 혁신성장의 엔진인 중소기업들을 위해 비장한 각오로 규제혁파를 계속하겠다""고 약속했다.이 총리는 ""우리 경제가 거시지표에서는 완만한 개선의 흐름을 보이나 중소기업은 대체로 어렵다""며 ""중소기업인 여러분이 얼마나 노심초사하는지 잘 안다. 특히 최저임금 인상과 노동시간 단축을 수용하느라 경영부담이 커졌다는 것을 충분히 이해하고 있다""고 말했다.이어 일자리안정자금을 내년에도 유지하고 국회에서 추가경정예산안이 통과되면 청년고용을 늘리는 중소기업들을 많이 지원할 것이라고 설명했다.그러면서 전날 국회를 찾아 최저임금 산입범위 및 탄력적 근로시간제에 대한 조속한 타협, 중소기업과 소상공인을 돕는 법안들의 신속한 통과를 부탁했다고 소개하면서 5월 임시국회에서 진전이 있을 것으로 기대했다. 이 총리는 ""우리 경제에 고질적 리스크로 작용해온 한반도 안보불안이 완화되고 있다""며 ""이달 22일 한미정상회담과 6월 12일 북미정상회담이 한반도 비핵화와 평화정착을 구체화할 것""이라고 강조했다.그는 ""남북 경제협력이 재개되고 우리 기업들에 새로운 기회가 확대되는 날이 빨리 오기를 중소기업인 여러분과 함께 기원한다""고 말했다.",
정치,"박원순 ""도시 패러다임 바꿨다…선거 후 평양찾아 교류 논의""","더불어민주당 박원순 서울시장 후보는 17일 ""(3선에 성공해) 다시 4년이 주어지면 시행착오가 필요 없기 때문에 내용을 훨씬 더 꽉 채워 도시의 운명을 바꿀 자신이 있다""고 밝혔다. 박 후보는 서울 프레스센터에서 열린 관훈클럽 초청 토론회에 참석해 ""도시의 패러다임을 바꿨다""며 ""1970·80년대에는 국가발전이 고속 성장과 개발주의에 머물러 있었다면 시민 삶에 투자하고 삶의 질을 높여 성장에 기여하는 패러다임으로 바꿔왔다""며 이같이 말했다. 박 후보는 지방 분권·자치의 중요성을 강조하면서 ""(재원 문제에서) 중앙정부가 8을 갖고 지방정부는 다 합쳐봐야 2밖에 안 되는 '이할 자치'라고 얘기하는데, 중앙정부가 계획하면 주민 삶에 딱 맞는 맞춤형 정책이 나오기 어렵다""고 말했다. 박 후보는 한반도 평화 정착 문제와 관련해선 ""김대중·노무현 정부의 남북정책이 민족적 관점에서 추진됐다면 이미 기차 타고 수학여행을 독일 프랑크푸르트까지 갈 수 있었을 것""이라고 강조했다. 그는 이어 ""내년 서울 전국체전의 평양 참가, 역사유적 발굴, 유네스코 문화유산 공동 등재 등의 정책을 지난번 북한 대표단이 왔을 때 충분히 설명했다""며 ""리선권 조국평화통일위원회 위원장이 '박 시장은 언제나 초청돼 있다'고 하니 지방선거가 끝나고 평양을 방문해 이 문제를 논의할 계획""이라고 설명했다.?박 후보는 미세먼지 대책에 150억 원의 예산을 사용한 것을 두고선 ""선거를 의식한 것은 전혀 아니다""며 ""시민 경각심이 생겨 차량 2부제 요구가 더 많아져 국회에 법안이 제출됐다""고 밝혔다. 박 후보는 또 '3선 성공 후 대선 도전에 나설 것이냐'는 질문에는 ""제가 공적 사회활동을 하며 어떤 직책을 생각하며 인생을 살지는 않았다""고 말한 뒤 ""오직 서울을 반듯한 도시로 만들어 문재인 정부가 성공하는 것이 국가의 운명에 중요하기 때문에 오직 그 생각만 하고 있다""며 즉답을 비껴갔다. 그는 ""과거 제가 처음 당선됐을 때 무소속이라 잘 몰랐는데 선거나 큰 정치적 결정과 추진에는 정당이 참으로 중요하다""고도 했다. 그는 이어 ""(문재인 대통령과는) 만나지 않아도 잘 통하고 있다고 생각한다""며 ""청와대나 정부 인사들이 서울시 출신도 많고 저와 친한 분이 많아 소통에는 전혀 문제가 없다""며 ""옛날 같았으면 찾아가서 하소연해도 안 풀리던 것들이 지금은 전화 한 통으로 해결할 수 있다""고 언급했다. 그는 택시요금 인상 계획과 관련한 질의엔 ""서울시 물가위원회 등을 통해 여러 상황을 총체적으로 분석하고 연구한 뒤 결정하겠다""고 답하기도 했다. 박 후보는 아울러 광화문 광장 '세월호 천막'의 철거 문제와 관련, ""세월이 오래 흘러 개선할 필요가 있다""며 ""최근 조사위원회가 다시 발족하고 안산 기념관을 만드는 것이 구체화해 이게 결정되면 철거하거나 변형된 형태로 (바꿔) 시민 불편이 없도록 하겠다""고 말했다. 박 후보는 질의·응답에 앞선 인사말에서 ""앞으로 4년 평화가 우리 삶을 바꿀 것이며, 박원순이 서울시민의 삶을 바꾸겠다""며 ""'서울중앙역'은 동북아의 핵심 플랫폼으로 유라시아의 중앙역 위상을 갖추게 될 것""이라고 강조했다.",
정치,"민주, 특검법 막바지 공세…""닭 한마리에 칼잡이 수백명 쓰나""","더불어민주당은 국회의 드루킹 특검법안 처리 하루 전날인 17일 특검의 수사 기간과 규모 최소화를 거듭 주장하며 대야 공세 수위를 한껏 끌어올렸다.여야는 지난 14일 특검법안의 명칭과 특검 추천방식 등 큰 틀에서 합의를 보고 국회를 정상화했으나 세부 내용을 놓고는 사흘째 이견을 좁히지 못하고 있다.민주당은 2012년 '내곡동 특검'에 준해 수사 기간은 30일로 하고 규모는 특검보 2명 체제로 최소화해야 한다는 입장이다. 반면 자유한국당, 바른미래당, 민주평화당 등 야 3당은 최소한 90일간 활동한 2016년 최순실 특검(특검보 4명) 수준으로 꾸려야 한다며 팽팽히 맞서고 있다.민주당 원내지도부는 오전 국회에서 열린 정책조정회의에서 앞다퉈 공개발언에 나서며 야권의 특검 주장을 깎아내렸다.협상 실무자인 진선미 원내수석부대표는 ""야 3당은 박근혜 전 대통령 탄핵까지 불러온 최순실 특검보다 기간도 규모도 많은 특검안을 만들어 놨다""며 ""우리가 그걸 받아들여야 합의가 된다는 건 말이 되지 않는다""고 지적했다.그러면서 ""협상 여지를 최대한 확보하기 위해 야당은 지나치게 무리한 요구를 하고 있다""고 덧붙였다.특검법 처리시한이 하루 앞으로 다가왔음에도 협상의 실마리가 보이지 않자 야권을 겨냥한 강경발언도 쏟아졌다. 새 원내지도부에 합류한 김종민 의원은 ""한국당은 떡 본 김에 제사를 지내려 하느냐""며 ""이것도 저것도 (수사대상에) 올리는 건 이번 특검 취지에 어긋난다. 특검을 선거에 이용하려고 한다""고 쏘아붙였다.강병원 원내대변인은 연합뉴스와 통화에서 ""야당은 닭 한 마리를 잡으려고 수백 명의 칼잡이를 쓰려고 한다""면서 ""다시 야당이 수사범위와 대상을 얘기하는 건 여야 합의를 흔드는 것""이라고 꼬집었다.",
정치,"한국, 특검법 막판 압박…""내곡동 특검 수준은 죽어도 못 받아""","자유한국당은 여야가 합의한 '드루킹 특검법안 처리시한'을 하루 앞둔 17일 핵심 쟁점인 특검팀의 규모와 수사 기간과 관련해 한국당의 입장을 관철하는 데 주력했다.특히 앞으로 협상의 성패는 더불어민주당에 달려 있다면서 특검법안 내용에서는 한 치도 양보할 수 없다는 초강경 입장을 보였다.김성태 원내대표는 연합뉴스와의 통화에서 ""앞으로의 협상은 민주당이 하기 나름""이라며 ""내곡동 수준의 특검은 죽어도 못 받는다""고 분명히 선을 그었다.윤재옥 원내수석부대표 역시 ""민주당이 턱도 없는 내곡동 특검법안 수준의 법안을 갖고 왔다""며 ""그런 정도의 특검법안이라면 협상을 할 수가 없다""고 가세했다.윤 수석부대표는 '현재 한국당의 입장에서 물러설 수 있나'라는 질문에 ""없다""고 일축한 뒤 ""협상 결과는 민주당이 야당의 입장을 받을지 말지에 달려 있다""고 거듭 강조했다.'내곡동 특검법'은 지난 2012년 이명박 전 대통령의 내곡동 사저 매입 의혹과 관련한 것으로, 특검 1명, 특검보 2명, 파견검사 10명, 특별수사관 30명 등이 30일간(1회 15일 연장 가능) 수사하도록 했다.? 반면 최순실 국정농단 사태와 관련한 특검법에는 특검 1명에 특검보 4명, 특별수사관 40명, 파견검사 20명 등이 70일간(1회 30일 연장 가능) 수사하도록 하는 내용이 담겼다.내곡동 특검팀의 규모는 최순실 특검팀의 절반 수준이라고 할 수 있다.?특히 한국당은 드루킹 특검법안에 대해서는 절대 물러설 수 없지만, 추가경정예산안에 대해서는 협상 가능하다는 입장을 보였다. 특검법안 관철을 위해 추경안을 협상의 지렛대로 삼겠다는 전략으로 풀이된다.김 원내대표는 ""특검법안과 추경안은 분리하고 싶지만, 결과적으로 상황이 여기까지 왔다""며 ""추경안에 대한 기본 방침은 정해져 있지만, 협상은 협상""이라고 말했다.한국당이 이처럼 특검의 규모와 수사 기간을 놓고 초강경 입장을 보이는 데에는 '실패한 협상'을 했다는 당 안팎의 비판적인 목소리를 의식한 것으로 보인다.김 원내대표가 단식 투쟁에도 불구하고 '별로 얻은 게 없다'는 지적이 끊이지 않고 있는 상황에서 이번에도 당의 입장을 관철하지 못한다면 당 원내지도부의 리더십이 타격을 입을 수 있다는 것이다.당 안팎에서는 민주당이 한국당의 요구를 끝까지 거부하기는 쉽지 않을 것이라는 관측도 나왔다.특검법안 처리가 무산되는 경우 국회 파행이 장기화되고, 추경안 처리는 물론이고, 정부·여당이 역점을 두고 있는 법안 처리도 힘들어져 정부·여당에 더욱 큰 부담으로 작용할 것이라는 시각이다.",
정치,"김문수 ""안철수, 자유민주주의 신념 확실하다면 같이하겠다""","자유한국당 김문수 서울시장 후보는 17일 바른미래당 안철수 후보와 단일화에 대해 ""자유민주주의, 시장경제에 대한 정치적 소신과 신념이 확실하다면 동지로서 생각하고 같이하겠다""고 말했다. 김 후보는 국회에서 개최한 공약 발표 기자회견에서 ""정치공학적으로 1등이 크니까 2등, 3등이 합치라는 것은 국민이 원하지도 않고 과거에 다 실패해 반복하고 싶지 않다""면서 이같이 밝혔다. 김 후보는 ""바른미래당 유승민 공동대표는 지금 일시적으로 흩어져 있지만, 정치적 신념이 같아 하나가 되길 바란다""면서 ""다만 안 후보는 지금은 많이 중도화됐지만 그런 신념이 잘 형성돼 있지 않다""고 덧붙였다. 김 후보는 ""버스, 지하철, 정류장, 공원 등에 고품질 공공 와이파이존을 확대하고, 운영 중인 무선공유기를 현재 1만 개에서 3만 개로 확대하겠다""면서 ""이를 통해 통신비를 최대 30%까지 절감하겠다""고 설명했다. 이어 김 후보는 ""서울시가 운영하는 인터넷교육방송을 신설해 사교육비를 줄이겠다""면서 ""온라인을 통해서 수능, 공무원 시험, 외국어 강의 등을 제공할 것""이라고 강조했다. 김 후보는 또 ""유럽에서는 다양한 교통 패스를 도입해서 시민이 맞춤형으로 값싸게 정기권을 이용한다""면서 ""서울패스를 도입해 버스, 전철 등 교통비를 20%까지 절약할 수 있다""고 제안했다. 김 후보는 ""요즘 생활물가가 많이 오르는데 서울시 실업률은 전국에서 두 번째로 높아 5.5%인 올해 3월 실업률은 박원순 시장 임기 중에서도 최악""이라면서 ""통신비, 사교육비, 교통비 등 세 가지를 확실히 줄이겠다""고 약속했다.",
